Make;Model;Vehicle Class;Engine Size(L);Cylinders;Transmission;Fuel Type;Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Fuel Consumption Comb (mpg);CO2 Emissions(g/km)
MINI;COOPER COUNTRYMAN;COMPACT;01. Jun;4;AS6;Z;09. Apr;07. Sep;08. Jul;32;200
MINI;COOPER COUNTRYMAN;COMPACT;01. Jun;4;M6;Z;08. Apr;06. Apr;07. May;38;172
MINI;COOPER COUPE;TWO-SEATER;01. Jun;4;AS6;Z;08. May;06. May;07. Jun;37;175
MINI;COOPER COUPE;TWO-SEATER;01. Jun;4;M6;Z;8;06. Apr;07. Mar;39;168
MINI;COOPER PACEMAN;COMPACT;01. Jun;4;AS6;Z;09. Apr;07. Sep;08. Jul;32;200
MINI;COOPER PACEMAN;COMPACT;01. Jun;4;M6;Z;08. Apr;06. Apr;07. May;38;172
MINI;COOPER ROADSTER;TWO-SEATER;01. Jun;4;AS6;Z;08. Jun;06. May;07. Jul;37;177
MINI;COOPER ROADSTER;TWO-SEATER;01. Jun;4;M6;Z;08. Apr;06. Apr;07. May;38;172
MINI;COOPER S 3 DOOR;SUBCOMPACT;2;4;AS6;Z;09. Feb;7;08. Feb;34;189
MINI;COOPER S 3 DOOR;SUBCOMPACT;2;4;M6;Z;10;7;08. Jun;33;198
MINI;COOPER S 5 DOOR;SUBCOMPACT;2;4;AS6;Z;09. Feb;7;08. Feb;34;189
MINI;COOPER S 5 DOOR;SUBCOMPACT;2;4;M6;Z;10;7;08. Jun;33;198
MINI;COOPER S CONVERTIBLE;MINICOMPACT;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;COOPER S CONVERTIBLE;MINICOMPACT;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MINI;COOPER S COUNTRYMAN ALL4;COMPACT;01. Jun;4;AS6;Z;10. Jan;07. Aug;9;31;207
MINI;COOPER S COUNTRYMAN ALL4;COMPACT;01. Jun;4;M6;Z;09. May;07. Jul;08. Jul;32;200
MINI;COOPER S COUPE;TWO-SEATER;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;COOPER S COUPE;TWO-SEATER;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MINI;COOPER S PACEMAN ALL4;COMPACT;01. Jun;4;AS6;Z;10. Jan;07. Aug;9;31;207
MINI;COOPER S PACEMAN ALL4;COMPACT;01. Jun;4;M6;Z;09. May;07. Jul;08. Jul;32;200
MINI;COOPER S ROADSTER;TWO-SEATER;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;COOPER S ROADSTER;TWO-SEATER;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS;SUBCOMPACT;2;4;AS6;Z;09. Mar;07. Mar;08. Apr;34;193
MINI;JOHN COOPER WORKS;SUBCOMPACT;2;4;M6;Z;10. Apr;07. Jul;09. Feb;31;212
MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS COUNTRYMAN ALL4;COMPACT;01. Jun;4;AS6;Z;10. Jan;07. Aug;9;31;207
MINI;JOHN COOPER WORKS COUNTRYMAN ALL4;COMPACT;01. Jun;4;M6;Z;09. May;07. Jul;08. Jul;32;200
MINI;JOHN COOPER WORKS COUPE;TWO-SEATER;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS COUPE;TWO-SEATER;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS PACEMAN ALL4;COMPACT;01. Jun;4;AS6;Z;10. Jan;07. Aug;9;31;207
MINI;JOHN COOPER WORKS PACEMAN ALL4;COMPACT;01. Jun;4;M6;Z;09. May;07. Jul;08. Jul;32;200
MINI;JOHN COOPER WORKS ROADSTER;TWO-SEATER;01. Jun;4;AS6;Z;09. Feb;06. Aug;08. Jan;35;186
MINI;JOHN COOPER WORKS ROADSTER;TWO-SEATER;01. Jun;4;M6;Z;09. Jan;06. Aug;08. Jan;35;186
MITSUBISHI;LANCER;COMPACT;2;4;AV6;X;09. Feb;06. Sep;08. Feb;34;189
MITSUBISHI;LANCER;COMPACT;2;4;M5;X;09. Jun;06. Sep;08. Apr;34;193
MITSUBISHI;LANCER AWD;COMPACT;02. Apr;4;AV6;X;10. May;08. Feb;09. May;30;219
MITSUBISHI;LANCER EVOLUTION;COMPACT;2;4;AM6;Z;14. Feb;10. May;12. May;23;288
MITSUBISHI;LANCER EVOLUTION;COMPACT;2;4;M5;Z;14;10. Mar;12. Mar;23;283
MITSUBISHI;LANCER RALLIART;COMPACT;2;4;AM6;Z;13. Apr;09. Apr;11. Jun;24;267
MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;2;4;AV6;X;09. Jun;07. Mar;08. Jun;33;198
MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;2;4;M5;X;09. Aug;07. Jan;08. Jun;33;198
MITSUBISHI;MIRAGE;COMPACT;01. Feb;3;AV;X;06. Apr;05. Mar;05. Sep;48;136
MITSUBISHI;MIRAGE;COMPACT;01. Feb;3;M5;X;7;05. May;06. Apr;44;147
MITSUBISHI;OUTLANDER;SUV - SMALL;02. Apr;4;AV6;X;09. May;07. May;08. Jun;33;198
MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;02. Apr;4;AV6;X;09. Sep;08. Jan;09. Jan;31;209
MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;3;6;AS6;Z;11. May;08. Apr;10. Jan;28;232
MITSUBISHI;RVR;SUV - SMALL;2;4;AV6;X;09. Mar;07. Mar;08. Apr;34;193
MITSUBISHI;RVR;SUV - SMALL;2;4;M5;X;09. Sep;07. Jun;08. Aug;32;202
MITSUBISHI;RVR 4WD;SUV - SMALL;2;4;AV6;X;09. Jun;07. Jul;08. Aug;32;202
MITSUBISHI;RVR 4WD;SUV - SMALL;02. Apr;4;AV6;X;10. Apr;08. May;09. Jun;29;221
NISSAN;370Z COUPE;TWO-SEATER;03. Jul;6;AS7;Z;12. Jun;09. Feb;11. Jan;25;255
NISSAN;370Z COUPE;TWO-SEATER;03. Jul;6;M6;Z;13. Mar;09. Mar;11. May;25;264
NISSAN;370Z ROADSTER;TWO-SEATER;03. Jul;6;AS7;Z;13;09. Jun;11. May;25;264
NISSAN;370Z ROADSTER;TWO-SEATER;03. Jul;6;M6;Z;13. Jun;09. Jul;11. Aug;24;271
NISSAN;ALTIMA;MID-SIZE;02. May;4;AV;X;08. Jul;06. Feb;07. Jun;37;175
NISSAN;ALTIMA;MID-SIZE;03. May;6;AV;X;10. Mar;07. Apr;9;31;207
NISSAN;ARMADA 4WD;SUV - STANDARD;05. Jun;8;A5;X;19. Feb;13. Apr;16. Jun;17;382
NISSAN;FRONTIER;PICKUP TRUCK - SMALL;02. May;4;A5;X;13. Jul;10. Jun;12. Mar;23;283
NISSAN;FRONTIER;PICKUP TRUCK - SMALL;02. May;4;M5;X;12. Feb;10. Feb;11. Mar;25;260
NISSAN;FRONTIER;PICKUP TRUCK - SMALL;4;6;A5;X;14. Aug;10. Mar;12. Jul;22;292
NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;4;6;A5;X;15. Jul;11. Mar;13. Jul;21;315
NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;4;6;M6;X;15;11. Feb;13. Mar;21;306
NISSAN;GT-R;SUBCOMPACT;03. Aug;6;AM6;Z;14. Mar;10. May;12. Jun;22;290
NISSAN;JUKE;STATION WAGON - SMALL;01. Jun;4;AV7;X;08. May;07. Feb;07. Sep;36;182
NISSAN;JUKE;STATION WAGON - SMALL;01. Jun;4;M6;X;08. Apr;06. Sep;07. Jul;37;177
NISSAN;JUKE AWD;STATION WAGON - SMALL;01. Jun;4;AV7;X;08. Aug;07. May;08. Feb;34;189
NISSAN;JUKE NISMO RS;STATION WAGON - SMALL;01. Jun;4;M6;Z;08. Sep;07. May;08. Mar;34;191
NISSAN;JUKE NISMO RS AWD;STATION WAGON - SMALL;01. Jun;4;AV8;Z;09. Apr;08. Jan;08. Aug;32;202
NISSAN;MICRA;COMPACT;01. Jun;4;A4;X;08. Aug;06. Jun;07. Aug;36;179
NISSAN;MICRA;COMPACT;01. Jun;4;M5;X;08. Jun;06. Jun;07. Jul;37;177
NISSAN;MURANO;STATION WAGON - MID-SIZE;03. May;6;AV7;X;11;08. Feb;09. Aug;29;225
NISSAN;MURANO AWD;STATION WAGON - MID-SIZE;03. May;6;AV7;X;11. Feb;08. Mar;09. Sep;29;228
NISSAN;NV200 CARGO VAN;SPECIAL PURPOSE VEHICLE;2;4;AV;X;09. Jul;9;09. Apr;30;216
NISSAN;PATHFINDER;SUV - SMALL;03. May;6;AV;X;11. Sep;08. Jun;10. Apr;27;239
NISSAN;PATHFINDER 4WD;SUV - SMALL;03. May;6;AV;X;12. Jan;08. Sep;10. Jul;26;246
NISSAN;PATHFINDER 4WD PLATINUM;SUV - SMALL;03. May;6;AV;X;12. Jul;9;11;26;253
NISSAN;PATHFINDER HYBRID 4WD;SUV - STANDARD;02. May;4;AV;X;09. Jan;08. May;08. Aug;32;202
NISSAN;QUEST;MINIVAN;03. May;6;AV;X;12;08. Jul;10. May;27;242
NISSAN;ROGUE;SUV - SMALL;02. May;4;AV;X;09. Feb;07. Feb;08. Mar;34;191
NISSAN;ROGUE AWD;SUV - SMALL;02. May;4;AV;X;09. May;07. Apr;08. May;33;196
NISSAN;TITAN;PICKUP TRUCK - STANDARD;05. Jun;8;A5;X;18. Apr;13. Mar;16. Jan;18;370
NISSAN;TITAN 4WD;PICKUP TRUCK - STANDARD;05. Jun;8;A5;X;19. Jul;14. Mar;17. Feb;16;396
NISSAN;SENTRA;MID-SIZE;01. Aug;4;AV;X;8;06. Jan;07. Feb;39;166
NISSAN;SENTRA;MID-SIZE;01. Aug;4;M6;X;08. Sep;06. Jun;07. Sep;36;182
NISSAN;VERSA;COMPACT;01. Jun;4;AV;X;07. May;6;06. Aug;42;156
NISSAN;VERSA;COMPACT;01. Jun;4;M5;X;08. Jun;06. May;07. Jul;37;177
NISSAN;XTERRA 4WD;SUV - SMALL;4;6;A5;X;16;12;14. Feb;20;327
NISSAN;XTERRA 4WD;SUV - SMALL;4;6;M6;X;16;12. Mar;14. Apr;20;331
PORSCHE;911 CARRERA;MINICOMPACT;03. Apr;6;AM7;Z;11. Jun;08. Apr;10. Jan;28;232
PORSCHE;911 CARRERA;MINICOMPACT;03. Apr;6;M7;Z;12. Mar;08. Jun;10. Jun;27;244
PORSCHE;911 CARRERA CABRIOLET;MINICOMPACT;03. Apr;6;AM7;Z;11. May;08. Mar;10. Jan;28;232
PORSCHE;911 CARRERA CABRIOLET;MINICOMPACT;03. Apr;6;M7;Z;12. Mar;08. Jul;10. Jul;26;246
PORSCHE;911 CARRERA 4;MINICOMPACT;03. Apr;6;AM7;Z;11. Jun;08. May;10. Feb;28;235
PORSCHE;911 CARRERA 4;MINICOMPACT;03. Apr;6;M7;Z;12. Mar;08. Jul;10. Jul;26;246
PORSCHE;911 CARRERA 4 CABRIOLET;MINICOMPACT;03. Apr;6;AM7;Z;11. Sep;08. Jul;10. May;27;242
PORSCHE;911 CARRERA 4 CABRIOLET;MINICOMPACT;03. Apr;6;M7;Z;12. May;9;10. Sep;26;251
PORSCHE;911 CARRERA 4 GTS;MINICOMPACT;03. Aug;6;AM7;Z;12. Jun;09. Feb;11. Jan;25;255
PORSCHE;911 CARRERA 4 GTS;MINICOMPACT;03. Aug;6;M7;Z;13;09. Feb;11. Mar;25;260
PORSCHE;911 CARRERA 4 GTS CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;13. Jan;09. Apr;11. Apr;25;262
PORSCHE;911 CARRERA 4 GTS CABRIOLET;MINICOMPACT;03. Aug;6;M7;Z;13. Apr;09. Mar;11. Jun;24;267
PORSCHE;911 CARRERA 4S;MINICOMPACT;03. Aug;6;AM7;Z;12. Feb;08. Sep;10. Jul;26;246
PORSCHE;911 CARRERA 4S;MINICOMPACT;03. Aug;6;M7;Z;12. Jun;08. Sep;11;26;253
PORSCHE;911 CARRERA 4S CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;12. May;9;11;26;253
PORSCHE;911 CARRERA 4S CABRIOLET;MINICOMPACT;03. Aug;6;M7;Z;12. Sep;09. Feb;11. Feb;25;258
PORSCHE;911 CARRERA GTS;MINICOMPACT;03. Aug;6;AM7;Z;12. Jun;9;11;26;253
PORSCHE;911 CARRERA GTS;MINICOMPACT;03. Aug;6;M7;Z;12. Sep;9;11. Feb;25;258
PORSCHE;911 CARRERA GTS CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;12. Jun;09. Feb;11. Jan;25;255
PORSCHE;911 CARRERA GTS CABRIOLET;MINICOMPACT;03. Aug;6;M7;Z;13. Apr;09. Mar;11. Jun;24;267
PORSCHE;911 CARRERA S;MINICOMPACT;03. Aug;6;AM7;Z;11. Sep;08. Jul;10. May;27;242
PORSCHE;911 CARRERA S;MINICOMPACT;03. Aug;6;M7;Z;12. Apr;08. Jul;10. Jul;26;246
PORSCHE;911 CARRERA S CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;12. Feb;08. Jul;10. Jun;27;244
PORSCHE;911 CARRERA S CABRIOLET;MINICOMPACT;03. Aug;6;M7;Z;12. May;08. Sep;10. Sep;26;251
PORSCHE;911 GT3;TWO-SEATER;03. Aug;6;AM7;Z;16;11. May;14;20;322
PORSCHE;911 TARGA 4;MINICOMPACT;03. Apr;6;AM7;Z;12. Mar;08. Sep;10. Aug;26;248
PORSCHE;911 TARGA 4;MINICOMPACT;03. Apr;6;M7;Z;12. Sep;9;11. Jan;25;255
PORSCHE;911 TARGA 4S;MINICOMPACT;03. Aug;6;AM7;Z;12. Aug;09. Mar;11. Feb;25;258
PORSCHE;911 TARGA 4S;MINICOMPACT;03. Aug;6;M7;Z;13. Jan;09. Feb;11. Apr;25;262
PORSCHE;911 TURBO;MINICOMPACT;03. Aug;6;AM7;Z;13. Jul;09. Jun;11. Sep;24;274
PORSCHE;911 TURBO CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;13. Jul;09. Jun;11. Sep;24;274
PORSCHE;911 TURBO S;MINICOMPACT;03. Aug;6;AM7;Z;13. Jul;09. Jun;11. Sep;24;274
PORSCHE;911 TURBO S CABRIOLET;MINICOMPACT;03. Aug;6;AM7;Z;13. Jul;09. Jun;11. Sep;24;274
PORSCHE;BOXSTER;TWO-SEATER;02. Jul;6;AM7;Z;10. Jul;07. Apr;09. Feb;31;212
PORSCHE;BOXSTER;TWO-SEATER;02. Jul;6;M6;Z;11. May;07. Sep;09. Sep;29;228
PORSCHE;BOXSTER GTS;TWO-SEATER;03. Apr;6;AM7;Z;10. Sep;07. Jul;09. May;30;218
PORSCHE;BOXSTER GTS;TWO-SEATER;03. Apr;6;M6;Z;12. Jan;08. Sep;10. Jul;26;246
PORSCHE;BOXSTER S;TWO-SEATER;03. Apr;6;AM7;Z;11. Mar;07. Sep;09. Aug;29;225
PORSCHE;BOXSTER S;TWO-SEATER;03. Apr;6;M6;Z;11. Sep;08. Jun;10. Apr;27;239
PORSCHE;CAYENNE DIESEL (modified);SUV - STANDARD;3;6;A8;D;11. Aug;08. Jan;10. Feb;28;277
PORSCHE;CAYENNE S;SUV - STANDARD;03. Jun;6;A8;Z;14. Mar;09. Jun;12. Feb;23;286
PORSCHE;CAYENNE TURBO;SUV - STANDARD;04. Aug;8;A8;Z;16. Jul;11. Feb;14. Feb;20;327
PORSCHE;CAYMAN;TWO-SEATER;02. Jul;6;AM7;Z;10. Jul;07. Apr;09. Feb;31;212
PORSCHE;CAYMAN;TWO-SEATER;02. Jul;6;M6;Z;11. May;07. Sep;09. Sep;29;228
PORSCHE;CAYMAN GTS;TWO-SEATER;03. Apr;6;AM7;Z;10. Sep;07. Jul;09. May;30;218
PORSCHE;CAYMAN GTS;TWO-SEATER;03. Apr;6;M6;Z;12. Jan;08. Sep;10. Jul;26;246
PORSCHE;CAYMAN S;TWO-SEATER;03. Apr;6;AM7;Z;11. Mar;07. Sep;09. Aug;29;225
PORSCHE;CAYMAN S;TWO-SEATER;03. Apr;6;M6;Z;11. Sep;08. Jun;10. Apr;27;239
PORSCHE;MACAN S;SUV - SMALL;3;6;A7;Z;13. Jul;10. Mar;12. Feb;23;281
PORSCHE;MACAN TURBO;SUV - SMALL;03. Jun;6;A7;Z;14. Feb;10. Jan;12. Mar;23;283
PORSCHE;PANAMERA;FULL-SIZE;03. Jun;6;AM7;Z;12. Sep;08. Apr;10. Sep;26;251
PORSCHE;PANAMERA 4;FULL-SIZE;03. Jun;6;AM7;Z;13. Jan;08. Jul;11. Jan;25;255
PORSCHE;PANAMERA 4S;FULL-SIZE;3;6;AM7;Z;13. Apr;08. Aug;11. Apr;25;262
PORSCHE;PANAMERA 4S EXECUTIVE;FULL-SIZE;3;6;AM7;Z;13. Jul;08. Sep;11. May;25;264
PORSCHE;PANAMERA GTS;FULL-SIZE;04. Aug;8;AM7;Z;15. Jan;09. Jul;12. Jul;22;292
PORSCHE;PANAMERA S;FULL-SIZE;3;6;AM7;Z;13. Apr;08. Aug;11. Apr;25;262
PORSCHE;PANAMERA TURBO;FULL-SIZE;04. Aug;8;AM7;Z;15. Mar;09. Jul;12. Aug;22;294
PORSCHE;PANAMERA TURBO EXECUTIVE;FULL-SIZE;04. Aug;8;AM7;Z;15. Apr;09. Aug;12. Sep;22;297
PORSCHE;PANAMERA TURBO S;FULL-SIZE;04. Aug;8;AM7;Z;15. Mar;09. Jul;12. Aug;22;294
PORSCHE;PANAMERA TURBO S EXECUTIVE;FULL-SIZE;04. Aug;8;AM7;Z;15. Apr;09. Aug;12. Sep;22;297
RAM;1500;PICKUP TRUCK - STANDARD;03. Jun;6;A8;X;13. Sep;09. May;11. Sep;24;274
RAM;1500 FFV;PICKUP TRUCK - STANDARD;03. Jun;6;A8;X;13. Sep;09. May;11. Sep;24;274
RAM;1500 FFV;PICKUP TRUCK - STANDARD;03. Jun;6;A8;E;19. Apr;13. Jun;16. Aug;17;269
RAM;1500 HFE;PICKUP TRUCK - STANDARD;03. Jun;6;A8;X;12. Sep;09. Mar;11. Mar;25;260
RAM;1500 (MDS);PICKUP TRUCK - STANDARD;05. Jul;8;A6;X;17. Jan;12;14. Aug;19;340
RAM;1500 (MDS);PICKUP TRUCK - STANDARD;05. Jul;8;A8;X;15. Jul;10. Sep;13. Jun;21;313
RAM;1500 ECODIESEL;PICKUP TRUCK - STANDARD;3;6;A8;D;11. May;08. Apr;10. Jan;28;273
RAM;1500 ECODIESEL HFE;PICKUP TRUCK - STANDARD;3;6;A8;D;11. Mar;8;09. Aug;29;265
RAM;1500 4X4;PICKUP TRUCK - STANDARD;03. Jun;6;A8;X;14. Jun;10. Jan;12. Jun;22;290
RAM;1500 4X4 FFV;PICKUP TRUCK - STANDARD;03. Jun;6;A8;X;14. Jun;10. Jan;12. Jun;22;290
RAM;1500 4X4 FFV;PICKUP TRUCK - STANDARD;03. Jun;6;A8;E;20. May;14. May;17. Aug;16;285
RAM;1500 4X4 (MDS);PICKUP TRUCK - STANDARD;05. Jul;8;A6;X;17. Jul;12. Jul;15. Apr;18;354
RAM;1500 4X4 (MDS);PICKUP TRUCK - STANDARD;05. Jul;8;A8;X;16. Feb;11. May;14. Jan;20;324
RAM;1500 4X4 ECODIESEL;PICKUP TRUCK - STANDARD;3;6;A8;D;12. Jan;08. Aug;10. Jun;27;286
RAM;CARGO VAN FFV;MINIVAN;03. Jun;6;A6;X;13. Mar;09. Jan;11. Apr;25;262
RAM;CARGO VAN FFV;MINIVAN;03. Jun;6;A6;E;18. Jun;12. Jul;15. Sep;18;254
RAM;PROMASTER CITY;SPECIAL PURPOSE VEHICLE;02. Apr;4;A9;X;11. Feb;08. Jan;09. Aug;29;225
ROLLS-ROYCE;GHOST;FULL-SIZE;06. Jun;12;AS8;Z;19. Feb;12. Apr;16. Jan;18;370
ROLLS-ROYCE;GHOST EWB;FULL-SIZE;06. Jun;12;AS8;Z;19. Feb;12. Apr;16. Jan;18;370
ROLLS-ROYCE;PHANTOM;FULL-SIZE;06. Jul;12;AS8;Z;20. Sep;12. Jul;17. Feb;16;396
ROLLS-ROYCE;PHANTOM EWB;FULL-SIZE;06. Jul;12;AS8;Z;20. Jul;12. Sep;17. Feb;16;396
ROLLS-ROYCE;PHANTOM COUPE;COMPACT;06. Jul;12;AS8;Z;20. Sep;12. Jul;17. Feb;16;396
ROLLS-ROYCE;PHANTOM DROPHEAD COUPE;COMPACT;06. Jul;12;AS8;Z;20. Jul;12. Sep;17. Feb;16;396
ROLLS-ROYCE;WRAITH;MID-SIZE;06. Jun;12;AS8;Z;18. Jul;11. Aug;15. Jun;18;359
SCION;FR-S;MINICOMPACT;2;4;AS6;Z;09. Jun;7;08. Apr;34;193
SCION;FR-S;MINICOMPACT;2;4;M6;Z;10. Sep;07. Sep;09. Jun;29;221
SCION;iQ;MINICOMPACT;01. Mar;4;AV;X;06. May;06. Mar;06. Apr;44;147
SCION;tC;COMPACT;02. May;4;AS6;X;10. Feb;07. Jun;9;31;207
SCION;tC;COMPACT;02. May;4;M6;X;10. Feb;07. Jul;9;31;207
SCION;xB;STATION WAGON - SMALL;02. Apr;4;AS4;X;10. Sep;08. May;09. Aug;29;225
SCION;xB;STATION WAGON - SMALL;02. Apr;4;M5;X;10. Aug;08. May;09. Aug;29;225
SMART;FORTWO CABRIOLET;TWO-SEATER;1;3;AM5;Z;06. Aug;06. Feb;06. May;43;150
SMART;FORTWO COUPE;TWO-SEATER;1;3;AM5;Z;06. Aug;06. Feb;06. May;43;150
SUBARU;BRZ;MINICOMPACT;2;4;AS6;Z;09. Jun;7;08. Apr;34;193
SUBARU;BRZ;MINICOMPACT;2;4;M6;Z;10. Sep;07. Sep;09. Jun;29;221
SUBARU;FORESTER AWD;SUV - SMALL;2;4;AV8;Z;10. Feb;08. May;09. Apr;30;216
SUBARU;FORESTER AWD;SUV - SMALL;02. May;4;AV6;X;09. Jun;07. May;08. Jul;32;200
SUBARU;FORESTER AWD;SUV - SMALL;02. May;4;M6;X;10. Jun;08. Apr;09. Jun;29;221
SUBARU;IMPREZA AWD;COMPACT;2;4;AV6;X;08. May;06. Apr;07. Jun;37;175
SUBARU;IMPREZA AWD;COMPACT;2;4;M5;X;09. May;7;08. Apr;34;193
SUBARU;IMPREZA WAGON AWD;STATION WAGON - SMALL;2;4;AV6;X;08. May;06. Apr;07. Jun;37;175
SUBARU;IMPREZA WAGON AWD;STATION WAGON - SMALL;2;4;M5;X;09. May;7;08. Apr;34;193
SUBARU;LEGACY AWD;MID-SIZE;02. May;4;AV6;X;9;06. May;07. Sep;36;182
SUBARU;LEGACY AWD;MID-SIZE;02. May;4;M6;X;10. Jul;07. Aug;09. Apr;30;216
SUBARU;LEGACY AWD;MID-SIZE;03. Jun;6;AV6;X;11. Sep;08. Feb;10. Feb;28;235
SUBARU;OUTBACK AWD;SUV - SMALL;02. May;4;AV6;X;09. Mar;07. Jan;08. Mar;34;191
SUBARU;OUTBACK AWD;SUV - SMALL;02. May;4;M6;X;11;08. Feb;09. Jul;29;223
SUBARU;OUTBACK AWD;SUV - SMALL;03. Jun;6;AV6;X;12;08. Jun;10. May;27;242
SUBARU;WRX;COMPACT;2;4;AV8;Z;12. Apr;09. Apr;11. Jan;25;255
SUBARU;WRX;COMPACT;2;4;M6;Z;11. Jan;08. Mar;09. Aug;29;225
SUBARU;WRX;COMPACT;02. May;4;M6;Z;13. Aug;10. Feb;12. Feb;23;281
SUBARU;XV CROSSTREK AWD;SUV - SMALL;2;4;AV6;X;09. Jan;7;08. Jan;35;186
SUBARU;XV CROSSTREK AWD;SUV - SMALL;2;4;M5;X;10. Feb;07. Jul;09. Jan;31;209
SUBARU;XV CROSSTREK HYBRID AWD;SUV - SMALL;2;4;AV6;X;07. Sep;06. Sep;07. May;38;173
TOYOTA;4RUNNER 4WD;SUV - STANDARD;4;6;AS5;X;14. Feb;11. Jan;12. Aug;22;294
TOYOTA;4RUNNER 4WD (Part-Time 4WD);SUV - STANDARD;4;6;AS5;X;14. Feb;11. Jan;12. Aug;22;294
TOYOTA;AVALON;MID-SIZE;03. May;6;AS6;X;11. Mar;07. May;09. Jun;29;221
TOYOTA;CAMRY;MID-SIZE;02. May;4;AS6;X;09. Jul;06. Sep;08. Apr;34;193
TOYOTA;CAMRY;MID-SIZE;03. May;6;AS6;X;11;07. Jul;09. May;30;218
TOYOTA;CAMRY HYBRID LE;MID-SIZE;02. May;4;AV;X;05. May;6;05. Jul;50;131
TOYOTA;CAMRY HYBRID XLE/SE;MID-SIZE;02. May;4;AV;X;05. Jul;06. Jan;05. Sep;48;136
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;A4;X;08. Jun;06. May;07. Jun;37;175
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;AV7;X;07. Sep;06. Jan;07. Jan;40;163
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;AV;X;08. Feb;06. Feb;07. Mar;39;168
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;M6;X;08. Mar;06. Feb;07. Apr;38;170
TOYOTA;COROLLA LE ECO (1-mode);MID-SIZE;01. Aug;4;AV;X;07. Jul;05. Jun;06. Aug;42;156
TOYOTA;COROLLA LE ECO (2-mode);MID-SIZE;01. Aug;4;AV;X;07. Jul;6;06. Sep;41;159
TOYOTA;HIGHLANDER;SUV - SMALL;02. Jul;4;AS6;X;11. Jul;09. May;10. Jul;26;246
TOYOTA;HIGHLANDER;SUV - SMALL;03. May;6;AS6;X;12. May;09. Mar;11. Jan;25;255
TOYOTA;HIGHLANDER AWD;SUV - STANDARD;03. May;6;AS6;X;13;09. Aug;11. Jun;24;267
TOYOTA;HIGHLANDER HYBRID AWD;SUV - STANDARD;03. May;6;AV6;X;08. Jun;08. May;08. May;33;196
TOYOTA;HIGHLANDER HYBRID AWD LE;SUV - STANDARD;03. May;6;AV6;X;08. Apr;08. Mar;08. Apr;34;193
TOYOTA;PRIUS;MID-SIZE;01. Aug;4;AV;X;04. Jun;04. Sep;04. Jul;60;108
TOYOTA;PRIUS c;COMPACT;01. May;4;AV;X;04. May;05. Jan;04. Aug;59;110
TOYOTA;PRIUS v;STATION WAGON - MID-SIZE;01. Aug;4;AV;X;05. Apr;05. Aug;05. Jun;50;129
TOYOTA;RAV4;SUV - SMALL;02. May;4;AS6;X;10;07. Jun;08. Sep;32;205
TOYOTA;RAV4 AWD;SUV - SMALL;02. May;4;AS6;X;10. May;08. Feb;09. May;30;218
TOYOTA;RAV4 LE/XLE;SUV - SMALL;02. May;4;AS6;X;10;07. Jun;08. Sep;32;205
TOYOTA;RAV4 LIMITED AWD;SUV - SMALL;02. May;4;AS6;X;10. Jul;08. Mar;09. Jun;29;221
TOYOTA;SEQUOIA 4WD;SUV - STANDARD;05. Jul;8;AS6;X;18. Aug;14;16. Jun;17;382
TOYOTA;SIENNA;MINIVAN;03. May;6;AS6;X;13;09. May;11. Apr;25;262
TOYOTA;SIENNA AWD;MINIVAN;03. May;6;AS6;X;14. Apr;10. Feb;12. May;23;288
TOYOTA;TACOMA;PICKUP TRUCK - SMALL;02. Jul;4;A4;X;12. Feb;09. Sep;11. Feb;25;258
